year,host,date,round,venue,attendance,home_team,away_team,home_score,away_score,went_to_shootout,home_red_cards,away_red_cards,total_goals,result,host_playing,host_won
1998,France,1998-06-29,Round of 16,"Stade de la Mosson, Montpellier",29800,Germany,Mexico,2,1,0,0,0,3,home_win,0,
1998,France,1998-06-29,Round of 16,"Stadium Municipal, Toulouse",33000,Netherlands,Serbia,2,1,0,0,0,3,home_win,0,
1998,France,1998-06-28,Round of 16,"Stade Bollaert-Delelis, Lens",31800,France,Paraguay,1,0,0,0,0,1,home_win,1,1.0
1998,France,1998-06-28,Round of 16,"Stade de France, Paris",77000,Nigeria,Denmark,1,4,0,0,0,5,away_win,0,
1998,France,1998-06-27,Round of 16,"Orange Vélodrome, Marseille",55000,Italy,Norway,1,0,0,0,0,1,home_win,0,
1998,France,1998-06-27,Round of 16,"Parc des Princes, Paris",45500,Brazil,Chile,4,1,0,0,0,5,home_win,0,
1998,France,1998-06-26,Group stage,"Stade Jacques Chaban-Delmas, Bordeaux",31800,Argentina,Croatia,1,0,0,0,0,1,home_win,0,
1998,France,1998-06-26,Group stage,"Matmut Stadium de Gerland, Lyon",39100,Japan,Jamaica,1,2,0,0,0,3,away_win,0,
1998,France,1998-06-26,Group stage,"Stade de France, Paris",80000,Romania,Tunisia,1,1,0,0,0,2,draw,0,
1998,France,1998-06-26,Group stage,"Stade Bollaert-Delelis, Lens",42000,Colombia,England,0,2,0,0,0,2,away_win,0,
1998,France,1998-06-25,Group stage,"Stade Geoffroy-Guichard, Saint-Étienne",30600,Netherlands,Mexico,2,2,0,0,1,4,draw,0,
1998,France,1998-06-25,Group stage,"Parc des Princes, Paris",45500,Belgium,Korea Republic,1,1,0,0,0,2,draw,0,
1998,France,1998-06-25,Group stage,"Stade de la Beaujoire - Louis Fonteneau, Nantes",38500,United States,Serbia,0,1,0,0,0,1,away_win,0,
1998,France,1998-06-25,Group stage,"Stade de la Mosson, Montpellier",35500,Germany,IR Iran,2,0,0,0,0,2,home_win,0,
1998,France,1998-06-24,Group stage,"Stade Jacques Chaban-Delmas, Bordeaux",31800,South Africa,Saudi Arabia,2,2,0,0,0,4,draw,0,
1998,France,1998-06-24,Group stage,"Matmut Stadium de Gerland, Lyon",39100,France,Denmark,2,1,0,0,0,3,home_win,1,1.0
1998,France,1998-06-24,Group stage,"Stade Bollaert-Delelis, Lens",41275,Spain,Bulgaria,6,1,0,0,0,7,home_win,0,
1998,France,1998-06-24,Group stage,"Stadium Municipal, Toulouse",33400,Nigeria,Paraguay,1,3,0,0,0,4,away_win,0,
1998,France,1998-06-23,Group stage,"Stade de France, Paris",80000,Italy,Austria,2,1,0,0,0,3,home_win,0,
1998,France,1998-06-23,Group stage,"Stade de la Beaujoire - Louis Fonteneau, Nantes",39500,Chile,Cameroon,1,1,0,0,2,2,draw,0,
1998,France,1998-06-23,Group stage,"Orange Vélodrome, Marseille",57000,Brazil,Norway,1,2,0,0,0,3,away_win,0,
1998,France,1998-06-23,Group stage,"Stade Geoffroy-Guichard, Saint-Étienne",36000,Scotland,Morocco,0,3,0,1,0,3,away_win,0,
1998,France,1998-06-22,Group stage,"Stade de la Mosson, Montpellier",35500,Colombia,Tunisia,1,0,0,0,0,1,home_win,0,
1998,France,1998-06-22,Group stage,"Stadium Municipal, Toulouse",33140,Romania,England,2,1,0,0,0,3,home_win,0,
1998,France,1998-06-21,Group stage,"Stade Bollaert-Delelis, Lens",41275,Germany,Serbia,2,2,0,0,0,4,draw,0,
1998,France,1998-06-21,Group stage,"Parc des Princes, Paris",45500,Argentina,Jamaica,5,0,0,0,0,5,home_win,0,
1998,France,1998-06-21,Group stage,"Matmut Stadium de Gerland, Lyon",43300,United States,IR Iran,1,2,0,0,0,3,away_win,0,
1998,France,1998-06-20,Group stage,"Stade de la Beaujoire - Louis Fonteneau, Nantes",35500,Japan,Croatia,0,1,0,0,0,1,away_win,0,
1998,France,1998-06-20,Group stage,"Stade Jacques Chaban-Delmas, Bordeaux",31800,Belgium,Mexico,2,2,0,1,1,4,draw,0,
1998,France,1998-06-20,Group stage,"Orange Vélodrome, Marseille",55000,Netherlands,Korea Republic,5,0,0,0,0,5,home_win,0,
1998,France,1998-06-19,Group stage,"Parc des Princes, Paris",48000,Nigeria,Bulgaria,1,0,0,0,0,1,home_win,0,
1998,France,1998-06-19,Group stage,"Stade Geoffroy-Guichard, Saint-Étienne",36000,Spain,Paraguay,0,0,0,0,0,0,draw,0,
1998,France,1998-06-18,Group stage,"Stadium Municipal, Toulouse",33500,South Africa,Denmark,1,1,0,1,2,2,draw,0,
1998,France,1998-06-18,Group stage,"Stade de France, Paris",80000,France,Saudi Arabia,4,0,0,1,1,4,home_win,1,1.0
1998,France,1998-06-17,Group stage,"Stade Geoffroy-Guichard, Saint-Étienne",36000,Chile,Austria,1,1,0,0,0,2,draw,0,
1998,France,1998-06-17,Group stage,"Stade de la Mosson, Montpellier",35500,Italy,Cameroon,3,0,0,0,1,3,home_win,0,
1998,France,1998-06-16,Group stage,"Stade Jacques Chaban-Delmas, Bordeaux",31800,Scotland,Norway,1,1,0,0,0,2,draw,0,
1998,France,1998-06-16,Group stage,"Stade de la Beaujoire - Louis Fonteneau, Nantes",38500,Brazil,Morocco,3,0,0,0,0,3,home_win,0,
1998,France,1998-06-15,Group stage,"Orange Vélodrome, Marseille",54587,England,Tunisia,2,0,0,0,0,2,home_win,0,
1998,France,1998-06-15,Group stage,"Matmut Stadium de Gerland, Lyon",43300,Romania,Colombia,1,0,0,0,0,1,home_win,0,
1998,France,1998-06-15,Group stage,"Parc des Princes, Paris",49000,Germany,United States,2,0,0,0,0,2,home_win,0,
1998,France,1998-06-14,Group stage,"Stadium Municipal, Toulouse",33500,Argentina,Japan,1,0,0,0,0,1,home_win,0,
1998,France,1998-06-14,Group stage,"Stade Geoffroy-Guichard, Saint-Étienne",36000,Serbia,IR Iran,1,0,0,0,0,1,home_win,0,
1998,France,1998-06-14,Group stage,"Stade Bollaert-Delelis, Lens",38100,Jamaica,Croatia,1,3,0,0,0,4,away_win,0,
1998,France,1998-06-13,Group stage,"Stade de la Beaujoire - Louis Fonteneau, Nantes",38000,Spain,Nigeria,2,3,0,0,0,5,away_win,0,
1998,France,1998-06-13,Group stage,"Matmut Stadium de Gerland, Lyon",39100,Korea Republic,Mexico,1,3,0,1,0,4,away_win,0,
1998,France,1998-06-13,Group stage,"Stade de France, Paris",77000,Netherlands,Belgium,0,0,0,1,0,0,draw,0,
1998,France,1998-06-12,Group stage,"Stade de la Mosson, Montpellier",27650,Paraguay,Bulgaria,0,0,0,0,0,0,draw,0,
1998,France,1998-06-12,Group stage,"Stade Bollaert-Delelis, Lens",38100,Saudi Arabia,Denmark,0,1,0,0,0,1,away_win,0,
1998,France,1998-06-12,Group stage,"Orange Vélodrome, Marseille",55000,France,South Africa,3,0,0,0,0,3,home_win,1,1.0
1998,France,1998-06-11,Group stage,"Stade Jacques Chaban-Delmas, Bordeaux",35200,Italy,Chile,2,2,0,0,0,4,draw,0,
1998,France,1998-06-11,Group stage,"Stadium Municipal, Toulouse",36500,Cameroon,Austria,1,1,0,0,0,2,draw,0,
1998,France,1998-06-10,Group stage,"Stade de France, Paris",80000,Brazil,Scotland,2,1,0,0,0,3,home_win,0,
1998,France,1998-06-10,Group stage,"Stade de la Mosson, Montpellier",29750,Morocco,Norway,2,2,0,0,0,4,draw,0,
1994,United States,1994-07-17,Final,"Rose Bowl, Los Angeles",94194,Brazil,Italy,0,0,1,0,0,0,draw,0,
1994,United States,1994-07-16,Third-place match,"Rose Bowl, Los Angeles",91500,Sweden,Bulgaria,4,0,0,0,0,4,home_win,0,
1994,United States,1994-07-13,Semi-finals,"Giants Stadium, New York/New Jersey",74110,Bulgaria,Italy,1,2,0,0,0,3,away_win,0,
1994,United States,1994-07-13,Semi-finals,"Rose Bowl, Los Angeles",91856,Sweden,Brazil,0,1,0,1,0,1,away_win,0,
1994,United States,1994-07-10,Quarter-finals,"Giants Stadium, New York/New Jersey",72000,Bulgaria,Germany,2,1,0,0,0,3,home_win,0,
1994,United States,1994-07-10,Quarter-finals,"Stanford Stadium, San Francisco",83500,Romania,Sweden,2,2,1,0,0,4,draw,0,
1994,United States,1994-07-09,Quarter-finals,"Foxboro Stadium, Boston",53400,Italy,Spain,2,1,0,0,0,3,home_win,0,
1994,United States,1994-07-09,Quarter-finals,"Cotton Bowl, Dallas",63500,Netherlands,Brazil,2,3,0,0,0,5,away_win,0,
1994,United States,1994-07-05,Round of 16,"Foxboro Stadium, Boston",54367,Nigeria,Italy,1,2,0,0,1,3,away_win,0,
1994,United States,1994-07-05,Round of 16,"Giants Stadium, New York/New Jersey",71030,Mexico,Bulgaria,1,1,1,0,0,2,draw,0,
1994,United States,1994-07-04,Round of 16,"Citrus Bowl, Orlando",61355,Netherlands,Republic of Ireland,2,0,0,0,0,2,home_win,0,
1994,United States,1994-07-04,Round of 16,"Stanford Stadium, San Francisco",84147,Brazil,United States,1,0,0,1,0,1,home_win,1,0.0
1994,United States,1994-07-03,Round of 16,"Cotton Bowl, Dallas",60277,Saudi Arabia,Sweden,1,3,0,0,0,4,away_win,0,
1994,United States,1994-07-03,Round of 16,"Rose Bowl, Los Angeles",90469,Romania,Argentina,3,2,0,0,0,5,home_win,0,
1994,United States,1994-07-02,Round of 16,"Soldier Field, Chicago",60246,Germany,Belgium,3,2,0,0,0,5,home_win,0,
1994,United States,1994-07-02,Round of 16,"RFK Stadium, Washington Dc",53121,Spain,Switzerland,3,0,0,0,0,3,home_win,0,
1994,United States,1994-06-30,Group stage,"Foxboro Stadium, Boston",53001,Greece,Nigeria,0,2,0,0,0,2,away_win,0,
1994,United States,1994-06-30,Group stage,"Cotton Bowl, Dallas",63998,Argentina,Bulgaria,0,2,0,0,0,2,away_win,0,
1994,United States,1994-06-29,Group stage,"Citrus Bowl, Orlando",60578,Morocco,Netherlands,1,2,0,0,0,3,away_win,0,
1994,United States,1994-06-29,Group stage,"RFK Stadium, Washington Dc",52959,Belgium,Saudi Arabia,0,1,0,0,0,1,away_win,0,
1994,United States,1994-06-28,Group stage,"RFK Stadium, Washington Dc",52535,Italy,Mexico,1,1,0,0,0,2,draw,0,
1994,United States,1994-06-28,Group stage,"Giants Stadium, New York/New Jersey",72404,Republic of Ireland,Norway,0,0,0,0,0,0,draw,0,
1994,United States,1994-06-28,Group stage,"Stanford Stadium, San Francisco",74914,Russia,Cameroon,6,1,0,0,0,7,home_win,0,
1994,United States,1994-06-28,Group stage,"Pontiac Silverdome, Detroit",77217,Brazil,Sweden,1,1,0,0,0,2,draw,0,
1994,United States,1994-06-27,Group stage,"Cotton Bowl, Dallas",63998,Germany,Korea Republic,3,2,0,0,0,5,home_win,0,
1994,United States,1994-06-27,Group stage,"Soldier Field, Chicago",63089,Bolivia,Spain,1,3,0,0,0,4,away_win,0,
1994,United States,1994-06-26,Group stage,"Soldier Field, Chicago",63160,Bulgaria,Greece,4,0,0,0,0,4,home_win,0,
1994,United States,1994-06-26,Group stage,"Rose Bowl, Los Angeles",93869,United States,Romania,0,1,0,0,0,1,away_win,1,0.0
1994,United States,1994-06-26,Group stage,"Stanford Stadium, San Francisco",83401,Switzerland,Colombia,0,2,0,0,0,2,away_win,0,
1994,United States,1994-06-25,Group stage,"Citrus Bowl, Orlando",62387,Belgium,Netherlands,1,0,0,0,0,1,home_win,0,
1994,United States,1994-06-25,Group stage,"Giants Stadium, New York/New Jersey",76322,Saudi Arabia,Morocco,2,1,0,0,0,3,home_win,0,
1994,United States,1994-06-25,Group stage,"Foxboro Stadium, Boston",54453,Argentina,Nigeria,2,1,0,0,0,3,home_win,0,
1994,United States,1994-06-24,Group stage,"Citrus Bowl, Orlando",60790,Mexico,Republic of Ireland,2,1,0,0,0,3,home_win,0,
1994,United States,1994-06-24,Group stage,"Stanford Stadium, San Francisco",83401,Brazil,Cameroon,3,0,0,0,1,3,home_win,0,
1994,United States,1994-06-24,Group stage,"Pontiac Silverdome, Detroit",71528,Sweden,Russia,3,1,0,0,0,4,home_win,0,
1994,United States,1994-06-23,Group stage,"Giants Stadium, New York/New Jersey",74624,Italy,Norway,1,0,0,1,0,1,home_win,0,
1994,United States,1994-06-23,Group stage,"Foxboro Stadium, Boston",54453,Korea Republic,Bolivia,0,0,0,0,0,0,draw,0,
1994,United States,1994-06-22,Group stage,"Pontiac Silverdome, Detroit",61428,Romania,Switzerland,1,4,0,1,0,5,away_win,0,
1994,United States,1994-06-22,Group stage,"Rose Bowl, Los Angeles",93869,United States,Colombia,2,1,0,0,0,3,home_win,1,1.0
1994,United States,1994-06-21,Group stage,"Foxboro Stadium, Boston",54456,Argentina,Greece,4,0,0,0,0,4,home_win,0,
1994,United States,1994-06-21,Group stage,"Soldier Field, Chicago",63113,Germany,Spain,1,1,0,0,0,2,draw,0,
1994,United States,1994-06-21,Group stage,"Cotton Bowl, Dallas",44132,Nigeria,Bulgaria,3,0,0,0,0,3,home_win,0,
1994,United States,1994-06-20,Group stage,"Stanford Stadium, San Francisco",81061,Brazil,Russia,2,0,0,0,0,2,home_win,0,
1994,United States,1994-06-20,Group stage,"RFK Stadium, Washington Dc",50535,Netherlands,Saudi Arabia,2,1,0,0,0,3,home_win,0,
1994,United States,1994-06-19,Group stage,"Citrus Bowl, Orlando",61219,Belgium,Morocco,1,0,0,0,0,1,home_win,0,
1994,United States,1994-06-19,Group stage,"RFK Stadium, Washington Dc",52395,Norway,Mexico,1,0,0,0,0,1,home_win,0,
1994,United States,1994-06-19,Group stage,"Rose Bowl, Los Angeles",93194,Cameroon,Sweden,2,2,0,0,0,4,draw,0,
1994,United States,1994-06-18,Group stage,"Pontiac Silverdome, Detroit",73425,United States,Switzerland,1,1,0,0,0,2,draw,1,0.0
1994,United States,1994-06-18,Group stage,"Giants Stadium, New York/New Jersey",75338,Italy,Republic of Ireland,0,1,0,0,0,1,away_win,0,
1994,United States,1994-06-18,Group stage,"Rose Bowl, Los Angeles",91856,Colombia,Romania,1,3,0,0,0,4,away_win,0,
1994,United States,1994-06-17,Group stage,"Soldier Field, Chicago",63117,Germany,Bolivia,1,0,0,0,1,1,home_win,0,
1994,United States,1994-06-17,Group stage,"Cotton Bowl, Dallas",56247,Spain,Korea Republic,2,2,0,1,0,4,draw,0,
1990,Italy,1990-07-08,Final,"Stadio Olimpico, Rome",73603,Germany,Argentina,1,0,0,0,2,1,home_win,0,
1990,Italy,1990-07-07,Third-place match,"Stadio San Nicola, Bari",51426,Italy,England,2,1,0,0,0,3,home_win,1,1.0
1990,Italy,1990-07-04,Semi-finals,"Stadio delle Alpi, Turin",62628,Germany,England,1,1,1,0,0,2,draw,0,
1990,Italy,1990-07-03,Semi-finals,"San Paolo, Naples",59978,Italy,Argentina,1,1,1,0,0,2,draw,1,0.0
1990,Italy,1990-07-01,Quarter-finals,"Giuseppe Meazza, Milan",73347,Germany,Czech Republic,1,0,0,0,1,1,home_win,0,
1990,Italy,1990-07-01,Quarter-finals,"San Paolo, Naples",55205,England,Cameroon,3,2,0,0,0,5,home_win,0,
1990,Italy,1990-06-30,Quarter-finals,"Comunale, Florence",38971,Serbia,Argentina,0,0,1,1,0,0,draw,0,
1990,Italy,1990-06-30,Quarter-finals,"Stadio Olimpico, Rome",73303,Italy,Republic of Ireland,1,0,0,0,0,1,home_win,1,1.0
1990,Italy,1990-06-26,Round of 16,"Marc Antonio Bentegodi, Verona",35500,Spain,Serbia,1,2,0,0,0,3,away_win,0,
1990,Italy,1990-06-26,Round of 16,"Renato Dall Ara, Bologna",34520,England,Belgium,1,0,0,0,0,1,home_win,0,
1990,Italy,1990-06-25,Round of 16,"Luigi Ferraris, Genoa",31818,Republic of Ireland,Romania,0,0,1,0,0,0,draw,0,
1990,Italy,1990-06-25,Round of 16,"Stadio Olimpico, Rome",73303,Italy,Uruguay,2,0,0,0,0,2,home_win,1,1.0
1990,Italy,1990-06-24,Round of 16,"Stadio delle Alpi, Turin",61381,Brazil,Argentina,0,1,0,1,0,1,away_win,0,
1990,Italy,1990-06-24,Round of 16,"Giuseppe Meazza, Milan",74559,Germany,Netherlands,2,1,0,1,1,3,home_win,0,
1990,Italy,1990-06-23,Round of 16,"San Paolo, Naples",50026,Cameroon,Colombia,2,1,0,0,0,3,home_win,0,
1990,Italy,1990-06-23,Round of 16,"Stadio San Nicola, Bari",47673,Czech Republic,Costa Rica,4,1,0,0,0,5,home_win,0,
1990,Italy,1990-06-21,Group stage,"Marc Antonio Bentegodi, Verona",35950,Belgium,Spain,1,2,0,0,0,3,away_win,0,
1990,Italy,1990-06-21,Group stage,"Friuli, Udine",29039,Korea Republic,Uruguay,0,1,0,1,0,1,away_win,0,
1990,Italy,1990-06-21,Group stage,"Della Favorita, Palermo",33288,Republic of Ireland,Netherlands,1,1,0,0,0,2,draw,0,
1990,Italy,1990-06-21,Group stage,"Sant Elia, Cagliari",34959,England,Egypt,1,0,0,0,0,1,home_win,0,
1990,Italy,1990-06-20,Group stage,"Luigi Ferraris, Genoa",30223,Sweden,Costa Rica,1,2,0,0,0,3,away_win,0,
1990,Italy,1990-06-20,Group stage,"Stadio delle Alpi, Turin",62502,Brazil,Scotland,1,0,0,0,0,1,home_win,0,
1990,Italy,1990-06-19,Group stage,"Giuseppe Meazza, Milan",72510,Germany,Colombia,1,1,0,0,0,2,draw,0,
1990,Italy,1990-06-19,Group stage,"Renato Dall Ara, Bologna",27833,Serbia,United Arab Emirates,4,1,0,0,0,5,home_win,0,
1990,Italy,1990-06-19,Group stage,"Comunale, Florence",34857,Austria,United States,2,1,0,1,0,3,home_win,0,
1990,Italy,1990-06-19,Group stage,"Stadio Olimpico, Rome",73303,Italy,Czech Republic,2,0,0,0,0,2,home_win,1,1.0
1990,Italy,1990-06-18,Group stage,"San Paolo, Naples",52733,Argentina,Romania,1,1,0,0,0,2,draw,0,
1990,Italy,1990-06-18,Group stage,"Stadio San Nicola, Bari",37307,Cameroon,Russia,0,4,0,0,0,4,away_win,0,
1990,Italy,1990-06-17,Group stage,"Della Favorita, Palermo",33288,Republic of Ireland,Egypt,0,0,0,0,0,0,draw,0,
1990,Italy,1990-06-17,Group stage,"Marc Antonio Bentegodi, Verona",33759,Belgium,Uruguay,3,1,0,0,0,4,home_win,0,
1990,Italy,1990-06-17,Group stage,"Dacia Arena, Udine",32733,Korea Republic,Spain,1,3,0,0,0,4,away_win,0,
1990,Italy,1990-06-16,Group stage,"Stadio delle Alpi, Turin",58007,Brazil,Costa Rica,1,0,0,0,0,1,home_win,0,
1990,Italy,1990-06-16,Group stage,"Sant Elia, Cagliari",35267,England,Netherlands,0,0,0,0,0,0,draw,0,
1990,Italy,1990-06-16,Group stage,"Luigi Ferraris, Genoa",31823,Sweden,Scotland,1,2,0,0,0,3,away_win,0,
1990,Italy,1990-06-15,Group stage,"Comunale, Florence",38962,Austria,Czech Republic,0,1,0,0,0,1,away_win,0,
1990,Italy,1990-06-15,Group stage,"Giuseppe Meazza, Milan",71169,Germany,United Arab Emirates,5,1,0,0,0,6,home_win,0,
1990,Italy,1990-06-14,Group stage,"Renato Dall Ara, Bologna",32257,Serbia,Colombia,1,0,0,0,0,1,home_win,0,
1990,Italy,1990-06-14,Group stage,"Stadio San Nicola, Bari",38687,Cameroon,Romania,2,1,0,0,0,3,home_win,0,
1990,Italy,1990-06-14,Group stage,"Stadio Olimpico, Rome",73423,Italy,United States,1,0,0,0,0,1,home_win,1,1.0
1990,Italy,1990-06-13,Group stage,"Dacia Arena, Udine",35713,Uruguay,Spain,0,0,0,0,0,0,draw,0,
1990,Italy,1990-06-13,Group stage,"San Paolo, Naples",55759,Argentina,Russia,2,0,0,0,1,2,home_win,0,
1990,Italy,1990-06-12,Group stage,"Marc Antonio Bentegodi, Verona",32790,Belgium,Korea Republic,2,0,0,0,0,2,home_win,0,
1990,Italy,1990-06-12,Group stage,"Della Favorita, Palermo",33288,Netherlands,Egypt,1,1,0,0,0,2,draw,0,
1990,Italy,1990-06-11,Group stage,"Luigi Ferraris, Genoa",30867,Costa Rica,Scotland,1,0,0,0,0,1,home_win,0,
1990,Italy,1990-06-11,Group stage,"Sant Elia, Cagliari",35238,England,Republic of Ireland,1,1,0,0,0,2,draw,0,
1990,Italy,1990-06-10,Group stage,"Comunale, Florence",33266,United States,Czech Republic,1,5,0,1,0,6,away_win,0,
1990,Italy,1990-06-10,Group stage,"Giuseppe Meazza, Milan",74765,Germany,Serbia,4,1,0,0,0,5,home_win,0,
1990,Italy,1990-06-10,Group stage,"Stadio delle Alpi, Turin",62628,Brazil,Sweden,2,1,0,0,0,3,home_win,0,
1990,Italy,1990-06-09,Group stage,"Renato Dall Ara, Bologna",30791,United Arab Emirates,Colombia,0,2,0,0,0,2,away_win,0,
1990,Italy,1990-06-09,Group stage,"Stadio San Nicola, Bari",42907,Russia,Romania,0,2,0,0,0,2,away_win,0,
1990,Italy,1990-06-09,Group stage,"Stadio Olimpico, Rome",73303,Italy,Austria,1,0,0,0,0,1,home_win,1,1.0
1990,Italy,1990-06-08,Group stage,"Giuseppe Meazza, Milan",73780,Argentina,Cameroon,0,1,0,0,2,1,away_win,0,
1986,Mexico,1986-06-29,Final,"Estadio Azteca, Mexico City",114600,Argentina,Germany,3,2,0,0,0,5,home_win,0,
1986,Mexico,1986-06-28,Third-place match,"Cuauhtemoc, Puebla",21000,France,Belgium,4,2,0,0,0,6,home_win,0,
1986,Mexico,1986-06-25,Semi-finals,"Jalisco, Guadalajara",45000,France,Germany,0,2,0,0,0,2,away_win,0,
1986,Mexico,1986-06-25,Semi-finals,"Estadio Azteca, Mexico City",114500,Argentina,Belgium,2,0,0,0,0,2,home_win,0,
1986,Mexico,1986-06-22,Quarter-finals,"Estadio Azteca, Mexico City",114580,Argentina,England,2,1,0,0,0,3,home_win,0,
1986,Mexico,1986-06-22,Quarter-finals,"Cuauhtemoc, Puebla",45000,Spain,Belgium,1,1,1,0,0,2,draw,0,
1986,Mexico,1986-06-21,Quarter-finals,"Jalisco, Guadalajara",65000,Brazil,France,1,1,1,0,0,2,draw,0,
1986,Mexico,1986-06-21,Quarter-finals,"Estadio Universitario, Monterrey",41700,Germany,Mexico,0,0,1,1,1,0,draw,1,0.0
1986,Mexico,1986-06-18,Round of 16,"Estadio Azteca, Mexico City",98728,England,Paraguay,3,0,0,0,0,3,home_win,0,
1986,Mexico,1986-06-18,Round of 16,"Estadio Corregidora, Queretaro",38500,Denmark,Spain,1,5,0,0,0,6,away_win,0,
1986,Mexico,1986-06-17,Round of 16,"Estadio Olï¿½mpico Universitario, Mexico City",70000,Italy,France,0,2,0,0,0,2,away_win,0,
1986,Mexico,1986-06-17,Round of 16,"Estadio Universitario, Monterrey",19800,Morocco,Germany,0,1,0,0,0,1,away_win,0,
1986,Mexico,1986-06-16,Round of 16,"Jalisco, Guadalajara",45000,Brazil,Poland,4,0,0,0,0,4,home_win,0,
1986,Mexico,1986-06-16,Round of 16,"Cuauhtemoc, Puebla",26000,Argentina,Uruguay,1,0,0,0,0,1,home_win,0,
1986,Mexico,1986-06-15,Round of 16,"Estadio Azteca, Mexico City",114580,Mexico,Bulgaria,2,0,0,0,0,2,home_win,1,1.0
1986,Mexico,1986-06-15,Round of 16,"Nou Camp - Estadio Leï¿½n, Leon",32277,Russia,Belgium,3,4,0,0,0,7,away_win,0,
1986,Mexico,1986-06-13,Group stage,"Neza, Nezahualcoyotl",20000,Scotland,Uruguay,0,0,0,0,1,0,draw,0,
1986,Mexico,1986-06-13,Group stage,"Estadio Corregidora, Queretaro",36000,Denmark,Germany,2,0,0,1,0,2,home_win,0,
1986,Mexico,1986-06-12,Group stage,"Tecnologico, Monterrey",23980,Algeria,Spain,0,3,0,0,0,3,away_win,0,
1986,Mexico,1986-06-12,Group stage,"Jalisco, Guadalajara",51000,Northern Ireland,Brazil,0,3,0,0,0,3,away_win,0,
1986,Mexico,1986-06-11,Group stage,"Bombonera - Estadio Nemesio Diez, Toluca",16000,Paraguay,Belgium,2,2,0,0,0,4,draw,0,
1986,Mexico,1986-06-11,Group stage,"Estadio Azteca, Mexico City",103763,Iraq,Mexico,0,1,0,0,0,1,away_win,1,1.0
1986,Mexico,1986-06-11,Group stage,"Tecnologico, Monterrey",22700,England,Poland,3,0,0,0,0,3,home_win,0,
1986,Mexico,1986-06-11,Group stage,"Tres de Marzo, Guadalajara",28000,Portugal,Morocco,1,3,0,0,0,4,away_win,0,
1986,Mexico,1986-06-10,Group stage,"Estadio Olï¿½mpico Universitario, Mexico City",65000,Argentina,Bulgaria,2,0,0,0,0,2,home_win,0,
1986,Mexico,1986-06-10,Group stage,"Cuauhtemoc, Puebla",20000,Korea Republic,Italy,2,3,0,0,0,5,away_win,0,
1986,Mexico,1986-06-09,Group stage,"Estadio Irapuato, Irapuato",14200,Russia,Canada,2,0,0,0,0,2,home_win,0,
1986,Mexico,1986-06-09,Group stage,"Nou Camp - Estadio Leï¿½n, Leon",31420,Hungary,France,0,3,0,0,0,3,away_win,0,
1986,Mexico,1986-06-08,Group stage,"Estadio Corregidora, Queretaro",30000,Germany,Scotland,2,1,0,0,0,3,home_win,0,
1986,Mexico,1986-06-08,Group stage,"Bombonera - Estadio Nemesio Diez, Toluca",20000,Iraq,Belgium,1,2,0,0,0,3,away_win,0,
1986,Mexico,1986-06-08,Group stage,"Neza, Nezahualcoyotl",26500,Denmark,Uruguay,6,1,0,0,1,7,home_win,0,
1986,Mexico,1986-06-07,Group stage,"Estadio Azteca, Mexico City",114600,Mexico,Paraguay,1,1,0,0,0,2,draw,1,0.0
1986,Mexico,1986-06-07,Group stage,"Tres de Marzo, Guadalajara",28000,Northern Ireland,Spain,1,2,0,0,0,3,away_win,0,
1986,Mexico,1986-06-07,Group stage,"Estadio Universitario, Monterrey",19915,Poland,Portugal,1,0,0,0,0,1,home_win,0,
1986,Mexico,1986-06-06,Group stage,"Jalisco, Guadalajara",48000,Brazil,Algeria,1,0,0,0,0,1,home_win,0,
1986,Mexico,1986-06-06,Group stage,"Estadio Irapuato, Irapuato",13800,Hungary,Canada,2,0,0,0,1,2,home_win,0,
1986,Mexico,1986-06-06,Group stage,"Tecnologico, Monterrey",20200,England,Morocco,0,0,0,1,0,0,draw,0,
1986,Mexico,1986-06-05,Group stage,"Cuauhtemoc, Puebla",32000,Italy,Argentina,1,1,0,0,0,2,draw,0,
1986,Mexico,1986-06-05,Group stage,"Nou Camp - Estadio Leï¿½n, Leon",36540,France,Russia,1,1,0,0,0,2,draw,0,
1986,Mexico,1986-06-05,Group stage,"Estadio Olï¿½mpico Universitario, Mexico City",45000,Korea Republic,Bulgaria,1,1,0,0,0,2,draw,0,
1986,Mexico,1986-06-04,Group stage,"Bombonera - Estadio Nemesio Diez, Toluca",24000,Paraguay,Iraq,1,0,0,0,0,1,home_win,0,
1986,Mexico,1986-06-04,Group stage,"Estadio Corregidora, Queretaro",30500,Uruguay,Germany,1,1,0,0,0,2,draw,0,
1986,Mexico,1986-06-04,Group stage,"Neza, Nezahualcoyotl",18000,Scotland,Denmark,0,1,0,0,0,1,away_win,0,
1986,Mexico,1986-06-03,Group stage,"Estadio Azteca, Mexico City",110000,Belgium,Mexico,1,2,0,0,0,3,away_win,1,1.0
1986,Mexico,1986-06-03,Group stage,"Tres de Marzo, Guadalajara",22000,Algeria,Northern Ireland,1,1,0,0,0,2,draw,0,
1986,Mexico,1986-06-03,Group stage,"Tecnologico, Monterrey",23000,Portugal,England,1,0,0,0,0,1,home_win,0,
1986,Mexico,1986-06-02,Group stage,"Estadio Irapuato, Irapuato",16500,Russia,Hungary,6,0,0,0,0,6,home_win,0,
1986,Mexico,1986-06-02,Group stage,"Estadio Olï¿½mpico Universitario, Mexico City",60000,Argentina,Korea Republic,3,1,0,0,0,4,home_win,0,
