year,host,date,round,venue,attendance,home_team,away_team,home_score,away_score,went_to_shootout,home_red_cards,away_red_cards,total_goals,result,host_playing,host_won
1986,Mexico,1986-06-02,Group stage,"Estadio Universitario, Monterrey",19900,Morocco,Poland,0,0,0,0,0,0,draw,0,
1986,Mexico,1986-06-01,Group stage,"Jalisco, Guadalajara",35748,Spain,Brazil,0,1,0,0,0,1,away_win,0,
1986,Mexico,1986-06-01,Group stage,"Nou Camp - Estadio Leï¿½n, Leon",65500,Canada,France,0,1,0,0,0,1,away_win,0,
1986,Mexico,1986-05-31,Group stage,"Estadio Azteca, Mexico City",96000,Bulgaria,Italy,1,1,0,0,0,2,draw,0,
1982,Spain,1982-07-11,Final,"Santiago Bernabeu, Madrid",90000,Italy,Germany,3,1,0,0,0,4,home_win,0,
1982,Spain,1982-07-10,Third-place match,"Jose Rico Perez, Alicante",28000,Poland,France,3,2,0,0,0,5,home_win,0,
1982,Spain,1982-07-08,Semi-finals,"Camp Nou, Barcelona",50000,Poland,Italy,0,2,0,0,0,2,away_win,0,
1982,Spain,1982-07-08,Semi-finals,"Ramon Sanchez Pizjuan, Seville",70000,Germany,France,3,3,1,0,0,6,draw,0,
1982,Spain,1982-07-05,Second group stage,"Sarria, Barcelona",44000,Italy,Brazil,3,2,0,0,0,5,home_win,0,
1982,Spain,1982-07-05,Second group stage,"Santiago Bernabeu, Madrid",75000,Spain,England,0,0,0,0,0,0,draw,1,0.0
1982,Spain,1982-07-04,Second group stage,"Vicente Calderon, Madrid",37000,France,Northern Ireland,4,1,0,0,0,5,home_win,0,
1982,Spain,1982-07-04,Second group stage,"Camp Nou, Barcelona",65000,Poland,Russia,0,0,0,0,0,0,draw,0,
1982,Spain,1982-07-02,Second group stage,"Sarria, Barcelona",44000,Argentina,Brazil,1,3,0,1,0,4,away_win,0,
1982,Spain,1982-07-02,Second group stage,"Santiago Bernabeu, Madrid",90089,Germany,Spain,2,1,0,0,0,3,home_win,1,0.0
1982,Spain,1982-07-01,Second group stage,"Vicente Calderon, Madrid",20000,Austria,Northern Ireland,2,2,0,0,0,4,draw,0,
1982,Spain,1982-07-01,Second group stage,"Camp Nou, Barcelona",45000,Belgium,Russia,0,1,0,0,0,1,away_win,0,
1982,Spain,1982-06-29,Second group stage,"Sarria, Barcelona",43000,Italy,Argentina,2,1,0,0,1,3,home_win,0,
1982,Spain,1982-06-29,Second group stage,"Santiago Bernabeu, Madrid",75000,Germany,England,0,0,0,0,0,0,draw,0,
1982,Spain,1982-06-28,Second group stage,"Vicente Calderon, Madrid",37000,Austria,France,0,1,0,0,0,1,away_win,0,
1982,Spain,1982-06-28,Second group stage,"Camp Nou, Barcelona",65000,Poland,Belgium,3,0,0,0,0,3,home_win,0,
1982,Spain,1982-06-25,First group stage,"San Mames, Bilbao",39700,England,Kuwait,1,0,0,0,0,1,home_win,0,
1982,Spain,1982-06-25,First group stage,"El Molinon, Gijon",41000,Germany,Austria,1,0,0,0,0,1,home_win,0,
1982,Spain,1982-06-25,First group stage,"Luis Casanova, Valencia",49562,Northern Ireland,Spain,1,0,0,1,0,1,home_win,1,0.0
1982,Spain,1982-06-24,First group stage,"Jose Zorrilla, Valladolid",28000,France,Czech Republic,1,1,0,0,1,2,draw,0,
1982,Spain,1982-06-24,First group stage,"Carlos Tartiere, Oviedo",16000,Algeria,Chile,3,2,0,0,0,5,home_win,0,
1982,Spain,1982-06-24,First group stage,"La Romareda, Zaragoza",25000,Honduras,Serbia,0,1,0,1,0,1,away_win,0,
1982,Spain,1982-06-23,First group stage,"Estadio Municipal de Balaï¿½dos, Vigo",20000,Italy,Cameroon,1,1,0,0,0,2,draw,0,
1982,Spain,1982-06-23,First group stage,"Jose Rico Perez, Alicante",32500,Argentina,El Salvador,2,0,0,0,0,2,home_win,0,
1982,Spain,1982-06-23,First group stage,"Benito Villamarin, Seville",43000,Brazil,New Zealand,4,0,0,0,0,4,home_win,0,
1982,Spain,1982-06-22,First group stage,"Riazor, La Coruï¿½A",25000,Poland,Peru,5,1,0,0,0,6,home_win,0,
1982,Spain,1982-06-22,First group stage,"Nuevo Estadio, Elche",37000,Belgium,Hungary,1,1,0,0,0,2,draw,0,
1982,Spain,1982-06-22,First group stage,"La Rosaleda, Malaga",45000,Russia,Scotland,2,2,0,0,0,4,draw,0,
1982,Spain,1982-06-21,First group stage,"Carlos Tartiere, Oviedo",22000,Algeria,Austria,0,2,0,0,0,2,away_win,0,
1982,Spain,1982-06-21,First group stage,"Jose Zorrilla, Valladolid",30043,France,Kuwait,4,1,0,0,0,5,home_win,0,
1982,Spain,1982-06-21,First group stage,"La Romareda, Zaragoza",15000,Honduras,Northern Ireland,1,1,0,0,0,2,draw,0,
1982,Spain,1982-06-20,First group stage,"El Molinon, Gijon",42000,Germany,Chile,4,1,0,0,0,5,home_win,0,
1982,Spain,1982-06-20,First group stage,"San Mames, Bilbao",41123,England,Czech Republic,2,0,0,0,0,2,home_win,0,
1982,Spain,1982-06-20,First group stage,"Luis Casanova, Valencia",48000,Spain,Serbia,2,1,0,0,0,3,home_win,1,1.0
1982,Spain,1982-06-19,First group stage,"Riazor, La Coruï¿½A",19000,Poland,Cameroon,0,0,0,0,0,0,draw,0,
1982,Spain,1982-06-19,First group stage,"La Rosaleda, Malaga",19000,Russia,New Zealand,3,0,0,0,0,3,home_win,0,
1982,Spain,1982-06-19,First group stage,"Nuevo Estadio, Elche",15000,Belgium,El Salvador,1,0,0,0,0,1,home_win,0,
1982,Spain,1982-06-18,First group stage,"Estadio Municipal de Balaï¿½dos, Vigo",25000,Italy,Peru,1,1,0,0,0,2,draw,0,
1982,Spain,1982-06-18,First group stage,"Benito Villamarin, Seville",47379,Brazil,Scotland,4,1,0,0,0,5,home_win,0,
1982,Spain,1982-06-18,First group stage,"Jose Rico Perez, Alicante",32093,Argentina,Hungary,4,1,0,0,0,5,home_win,0,
1982,Spain,1982-06-17,First group stage,"Carlos Tartiere, Oviedo",22500,Chile,Austria,0,1,0,0,0,1,away_win,0,
1982,Spain,1982-06-17,First group stage,"Jose Zorrilla, Valladolid",25000,Czech Republic,Kuwait,1,1,0,0,0,2,draw,0,
1982,Spain,1982-06-17,First group stage,"La Romareda, Zaragoza",25000,Serbia,Northern Ireland,0,0,0,0,0,0,draw,0,
1982,Spain,1982-06-16,First group stage,"San Mames, Bilbao",44172,England,France,3,1,0,0,0,4,home_win,0,
1982,Spain,1982-06-16,First group stage,"El Molinon, Gijon",42000,Germany,Algeria,1,2,0,0,0,3,away_win,0,
1982,Spain,1982-06-16,First group stage,"Luis Casanova, Valencia",49562,Spain,Honduras,1,1,0,0,0,2,draw,1,0.0
1982,Spain,1982-06-15,First group stage,"Riazor, La Coruï¿½A",11000,Peru,Cameroon,0,0,0,0,0,0,draw,0,
1982,Spain,1982-06-15,First group stage,"Nuevo Estadio, Elche",23000,Hungary,El Salvador,10,1,0,0,0,11,home_win,0,
1982,Spain,1982-06-15,First group stage,"La Rosaleda, Malaga",36000,Scotland,New Zealand,5,2,0,0,0,7,home_win,0,
1982,Spain,1982-06-14,First group stage,"Estadio Municipal de Balaï¿½dos, Vigo",33000,Italy,Poland,0,0,0,0,0,0,draw,0,
1982,Spain,1982-06-14,First group stage,"Ramon Sanchez Pizjuan, Seville",68000,Brazil,Russia,2,1,0,0,0,3,home_win,0,
1982,Spain,1982-06-13,First group stage,"Camp Nou, Barcelona",95000,Argentina,Belgium,0,1,0,0,0,1,away_win,0,
1978,Argentina,1978-06-25,Final,"El Monumental - Estadio Monumental Antonio Vespuci, Buenos Aires",71483,Argentina,Netherlands,3,1,0,0,0,4,home_win,1,1.0
1978,Argentina,1978-06-24,Third-place match,"El Monumental - Estadio Monumental Antonio Vespuci, Buenos Aires",69659,Brazil,Italy,2,1,0,0,0,3,home_win,0,
1978,Argentina,1978-06-21,Second round,"El Monumental - Estadio Monumental Antonio Vespuci, Buenos Aires",67433,Netherlands,Italy,2,1,0,0,0,3,home_win,0,
1978,Argentina,1978-06-21,Second round,"Estadio Olï¿½mpico Chateau Carreras, Cordoba",38318,Austria,Germany,3,2,0,0,0,5,home_win,0,
1978,Argentina,1978-06-21,Second round,"San Martin, Mendoza",39586,Brazil,Poland,3,1,0,0,0,4,home_win,0,
1978,Argentina,1978-06-21,Second round,"Arroyito - Estadio Dr. Lisandro de la Torre, Rosario",37315,Argentina,Peru,6,0,0,0,0,6,home_win,1,1.0
1978,Argentina,1978-06-18,Second round,"San Martin, Mendoza",35288,Poland,Peru,1,0,0,0,0,1,home_win,0,
1978,Argentina,1978-06-18,Second round,"Estadio Olï¿½mpico Chateau Carreras, Cordoba",40750,Germany,Netherlands,2,2,0,0,1,4,draw,0,
1978,Argentina,1978-06-18,Second round,"El Monumental - Estadio Monumental Antonio Vespuci, Buenos Aires",66695,Italy,Austria,1,0,0,0,0,1,home_win,0,
1978,Argentina,1978-06-18,Second round,"Arroyito - Estadio Dr. Lisandro de la Torre, Rosario",37326,Argentina,Brazil,0,0,0,0,0,0,draw,1,0.0
1978,Argentina,1978-06-14,Second round,"Estadio Olï¿½mpico Chateau Carreras, Cordoba",25050,Netherlands,Austria,5,1,0,0,0,6,home_win,0,
1978,Argentina,1978-06-14,Second round,"El Monumental - Estadio Monumental Antonio Vespuci, Buenos Aires",67547,Germany,Italy,0,0,0,0,0,0,draw,0,
1978,Argentina,1978-06-14,Second round,"San Martin, Mendoza",31278,Brazil,Peru,3,0,0,0,0,3,home_win,0,
1978,Argentina,1978-06-14,Second round,"Arroyito - Estadio Dr. Lisandro de la Torre, Rosario",37091,Argentina,Poland,2,0,0,0,0,2,home_win,1,1.0
1978,Argentina,1978-06-11,First round,"Estadio Josï¿½ Marï¿½a Minella, Mar Del Plata",35221,Brazil,Austria,1,0,0,0,0,1,home_win,0,
1978,Argentina,1978-06-11,First round,"Jose Amalfitani, Buenos Aires",42132,Spain,Sweden,1,0,0,0,0,1,home_win,0,
1978,Argentina,1978-06-11,First round,"Estadio Olï¿½mpico Chateau Carreras, Cordoba",21262,Peru,IR Iran,4,1,0,0,0,5,home_win,0,
1978,Argentina,1978-06-11,First round,"San Martin, Mendoza",35130,Scotland,Netherlands,3,2,0,0,0,5,home_win,0,
1978,Argentina,1978-06-10,First round,"Estadio Josï¿½ Marï¿½a Minella, Mar Del Plata",23127,France,Hungary,3,1,0,0,0,4,home_win,0,
1978,Argentina,1978-06-10,First round,"Arroyito - Estadio Dr. Lisandro de la Torre, Rosario",22651,Poland,Mexico,3,1,0,0,0,4,home_win,0,
1978,Argentina,1978-06-10,First round,"Estadio Olï¿½mpico Chateau Carreras, Cordoba",30667,Germany,Tunisia,0,0,0,0,0,0,draw,0,
1978,Argentina,1978-06-10,First round,"El Monumental - Estadio Monumental Antonio Vespuci, Buenos Aires",71712,Italy,Argentina,1,0,0,0,0,1,home_win,1,0.0
1978,Argentina,1978-06-07,First round,"Jose Amalfitani, Buenos Aires",41424,Austria,Sweden,1,0,0,0,0,1,home_win,0,
1978,Argentina,1978-06-07,First round,"Estadio Josï¿½ Marï¿½a Minella, Mar Del Plata",34771,Brazil,Spain,0,0,0,0,0,0,draw,0,
1978,Argentina,1978-06-07,First round,"San Martin, Mendoza",28125,Netherlands,Peru,0,0,0,0,0,0,draw,0,
1978,Argentina,1978-06-07,First round,"Estadio Olï¿½mpico Chateau Carreras, Cordoba",7938,Scotland,IR Iran,1,1,0,0,0,2,draw,0,
1978,Argentina,1978-06-06,First round,"Estadio Josï¿½ Marï¿½a Minella, Mar Del Plata",26533,Italy,Hungary,3,1,0,0,0,4,home_win,0,
1978,Argentina,1978-06-06,First round,"Estadio Olï¿½mpico Chateau Carreras, Cordoba",35258,Germany,Mexico,6,0,0,0,0,6,home_win,0,
1978,Argentina,1978-06-06,First round,"Arroyito - Estadio Dr. Lisandro de la Torre, Rosario",9624,Poland,Tunisia,1,0,0,0,0,1,home_win,0,
1978,Argentina,1978-06-06,First round,"El Monumental - Estadio Monumental Antonio Vespuci, Buenos Aires",71666,Argentina,France,2,1,0,0,0,3,home_win,1,1.0
1978,Argentina,1978-06-03,First round,"Estadio Josï¿½ Marï¿½a Minella, Mar Del Plata",32569,Sweden,Brazil,1,1,0,0,0,2,draw,0,
1978,Argentina,1978-06-03,First round,"Jose Amalfitani, Buenos Aires",40841,Austria,Spain,2,1,0,0,0,3,home_win,0,
1978,Argentina,1978-06-03,First round,"Estadio Olï¿½mpico Chateau Carreras, Cordoba",37927,Peru,Scotland,3,1,0,0,0,4,home_win,0,
1978,Argentina,1978-06-03,First round,"San Martin, Mendoza",33431,Netherlands,IR Iran,3,0,0,0,0,3,home_win,0,
1978,Argentina,1978-06-02,First round,"Estadio Josï¿½ Marï¿½a Minella, Mar Del Plata",42373,Italy,France,2,1,0,0,0,3,home_win,0,
1978,Argentina,1978-06-02,First round,"Arroyito - Estadio Dr. Lisandro de la Torre, Rosario",17396,Tunisia,Mexico,3,1,0,0,0,4,home_win,0,
1978,Argentina,1978-06-02,First round,"El Monumental - Estadio Monumental Antonio Vespuci, Buenos Aires",71615,Argentina,Hungary,2,1,0,0,2,3,home_win,1,1.0
1978,Argentina,1978-06-01,First round,"El Monumental - Estadio Monumental Antonio Vespuci, Buenos Aires",67579,Germany,Poland,0,0,0,0,0,0,draw,0,
1974,Germany,1974-07-07,Final,"Olympiastadion, Munich",78200,Netherlands,Germany,1,2,0,0,0,3,away_win,1,1.0
1974,Germany,1974-07-06,Third-place match,"Olympiastadion, Munich",77100,Brazil,Poland,0,1,0,0,0,1,away_win,0,
1974,Germany,1974-07-03,Second round,"Waldstadion, Frankfurt/Main",62000,Poland,Germany,0,1,0,0,0,1,away_win,1,1.0
1974,Germany,1974-07-03,Second round,"Westfalenstadion, Dortmund",53700,Netherlands,Brazil,2,0,0,0,1,2,home_win,0,
1974,Germany,1974-07-03,Second round,"Parkstadion, Gelsenkirchen",54254,Argentina,Germany DR,1,1,0,0,0,2,draw,0,
1974,Germany,1974-07-03,Second round,"Rheinstadion, Dï¿½Sseldorf",41300,Sweden,Serbia,2,1,0,0,0,3,home_win,0,
1974,Germany,1974-06-30,Second round,"Waldstadion, Frankfurt/Main",58000,Poland,Serbia,2,1,0,0,0,3,home_win,0,
1974,Germany,1974-06-30,Second round,"Niedersachsenstadion, Hanover",39400,Argentina,Brazil,1,2,0,0,0,3,away_win,0,
1974,Germany,1974-06-30,Second round,"Parkstadion, Gelsenkirchen",68348,Germany DR,Netherlands,0,2,0,0,0,2,away_win,0,
1974,Germany,1974-06-30,Second round,"Rheinstadion, Dï¿½Sseldorf",67800,Germany,Sweden,4,2,0,0,0,6,home_win,1,1.0
1974,Germany,1974-06-26,Second round,"Rheinstadion, Dï¿½Sseldorf",67385,Serbia,Germany,0,2,0,0,0,2,away_win,1,1.0
1974,Germany,1974-06-26,Second round,"Niedersachsenstadion, Hanover",59863,Brazil,Germany DR,1,0,0,0,0,1,home_win,0,
1974,Germany,1974-06-26,Second round,"Neckarstadion, Stuttgart",44955,Sweden,Poland,0,1,0,0,0,1,away_win,0,
1974,Germany,1974-06-26,Second round,"Parkstadion, Gelsenkirchen",56548,Netherlands,Argentina,4,0,0,0,0,4,home_win,0,
1974,Germany,1974-06-23,First round,"Westfalenstadion, Dortmund",53300,Bulgaria,Netherlands,1,4,0,0,0,5,away_win,0,
1974,Germany,1974-06-23,First round,"Neckarstadion, Stuttgart",70100,Poland,Italy,2,1,0,0,0,3,home_win,0,
1974,Germany,1974-06-23,First round,"Rheinstadion, Dï¿½Sseldorf",28300,Sweden,Uruguay,3,0,0,0,0,3,home_win,0,
1974,Germany,1974-06-23,First round,"Olympiastadion, Munich",25900,Argentina,Haiti,4,1,0,0,0,5,home_win,0,
1974,Germany,1974-06-22,First round,"Waldstadion, Frankfurt/Main",56000,Scotland,Serbia,1,1,0,0,0,2,draw,0,
1974,Germany,1974-06-22,First round,"Olympiastadion, Berlin West",17400,Australia,Chile,0,0,0,1,0,0,draw,0,
1974,Germany,1974-06-22,First round,"Parkstadion, Gelsenkirchen",36200,Zaire,Brazil,0,3,0,0,0,3,away_win,0,
1974,Germany,1974-06-22,First round,"Volksparkstadion, Hamburg",60200,Germany DR,Germany,1,0,0,0,0,1,home_win,1,0.0
1974,Germany,1974-06-19,First round,"Olympiastadion, Munich",25300,Haiti,Poland,0,7,0,0,0,7,away_win,0,
1974,Germany,1974-06-19,First round,"Niedersachsenstadion, Hanover",13400,Bulgaria,Uruguay,1,1,0,0,0,2,draw,0,
1974,Germany,1974-06-19,First round,"Westfalenstadion, Dortmund",53700,Netherlands,Sweden,0,0,0,0,0,0,draw,0,
1974,Germany,1974-06-19,First round,"Neckarstadion, Stuttgart",70100,Argentina,Italy,1,1,0,0,0,2,draw,0,
1974,Germany,1974-06-18,First round,"Volksparkstadion, Hamburg",53300,Australia,Germany,0,3,0,0,0,3,away_win,1,1.0
1974,Germany,1974-06-18,First round,"Parkstadion, Gelsenkirchen",31700,Serbia,Zaire,9,0,0,0,1,9,home_win,0,
1974,Germany,1974-06-18,First round,"Olympiastadion, Berlin West",28300,Chile,Germany DR,1,1,0,0,0,2,draw,0,
1974,Germany,1974-06-18,First round,"Waldstadion, Frankfurt/Main",62000,Scotland,Brazil,0,0,0,0,0,0,draw,0,
1974,Germany,1974-06-15,First round,"Niedersachsenstadion, Hanover",55100,Uruguay,Netherlands,0,2,0,1,0,2,away_win,0,
1974,Germany,1974-06-15,First round,"Rheinstadion, Dï¿½Sseldorf",23800,Sweden,Bulgaria,0,0,0,0,0,0,draw,0,
1974,Germany,1974-06-15,First round,"Olympiastadion, Munich",53000,Italy,Haiti,3,1,0,0,0,4,home_win,0,
1974,Germany,1974-06-15,First round,"Neckarstadion, Stuttgart",32700,Poland,Argentina,3,2,0,0,0,5,home_win,0,
1974,Germany,1974-06-14,First round,"Olympiastadion, Berlin West",81100,Germany,Chile,1,0,0,0,1,1,home_win,1,1.0
1974,Germany,1974-06-14,First round,"Volksparkstadion, Hamburg",17000,Germany DR,Australia,2,0,0,0,0,2,home_win,0,
1974,Germany,1974-06-14,First round,"Westfalenstadion, Dortmund",27000,Zaire,Scotland,0,2,0,0,0,2,away_win,0,
1974,Germany,1974-06-13,First round,"Waldstadion, Frankfurt/Main",62000,Brazil,Serbia,0,0,0,0,0,0,draw,0,
1970,Mexico,1970-06-21,Final,"Estadio Azteca, Mexico City",107412,Brazil,Italy,4,1,0,0,0,5,home_win,0,
1970,Mexico,1970-06-20,Third-place match,"Estadio Azteca, Mexico City",104403,Germany,Uruguay,1,0,0,0,0,1,home_win,0,
1970,Mexico,1970-06-17,Semi-finals,"Estadio Azteca, Mexico City",102444,Italy,Germany,4,3,0,0,0,7,home_win,0,
1970,Mexico,1970-06-17,Semi-finals,"Jalisco, Guadalajara",51261,Brazil,Uruguay,3,1,0,0,0,4,home_win,0,
1970,Mexico,1970-06-14,Quarter-finals,"Jalisco, Guadalajara",54233,Brazil,Peru,4,2,0,0,0,6,home_win,0,
1970,Mexico,1970-06-14,Quarter-finals,"Luis Dosal, Toluca",26851,Italy,Mexico,4,1,0,0,0,5,home_win,1,0.0
1970,Mexico,1970-06-14,Quarter-finals,"Estadio Azteca, Mexico City",26085,Uruguay,Russia,1,0,0,0,0,1,home_win,0,
1970,Mexico,1970-06-14,Quarter-finals,"Nou Camp - Estadio Leï¿½n, Leon",23357,Germany,England,3,2,0,0,0,5,home_win,0,
1970,Mexico,1970-06-11,Group stage,"Estadio Azteca, Mexico City",108192,Mexico,Belgium,1,0,0,0,0,1,home_win,1,1.0
1970,Mexico,1970-06-11,Group stage,"Luis Dosal, Toluca",9890,Italy,Israel,0,0,0,0,0,0,draw,0,
1970,Mexico,1970-06-11,Group stage,"Nou Camp - Estadio Leï¿½n, Leon",12299,Bulgaria,Morocco,1,1,0,0,0,2,draw,0,
1970,Mexico,1970-06-11,Group stage,"Jalisco, Guadalajara",49292,England,Czech Republic,1,0,0,0,0,1,home_win,0,
1970,Mexico,1970-06-10,Group stage,"Nou Camp - Estadio Leï¿½n, Leon",17875,Germany,Peru,3,1,0,0,0,4,home_win,0,
1970,Mexico,1970-06-10,Group stage,"Jalisco, Guadalajara",50804,Brazil,Romania,3,2,0,0,0,5,home_win,0,
1970,Mexico,1970-06-10,Group stage,"Cuauhtemoc, Puebla",18163,Sweden,Uruguay,1,0,0,0,0,1,home_win,0,
1970,Mexico,1970-06-10,Group stage,"Estadio Azteca, Mexico City",89979,Russia,El Salvador,2,0,0,0,0,2,home_win,0,
1970,Mexico,1970-06-07,Group stage,"Estadio Azteca, Mexico City",103058,Mexico,El Salvador,4,0,0,0,0,4,home_win,1,1.0
1970,Mexico,1970-06-07,Group stage,"Jalisco, Guadalajara",66843,Brazil,England,1,0,0,0,0,1,home_win,0,
1970,Mexico,1970-06-07,Group stage,"Nou Camp - Estadio Leï¿½n, Leon",12710,Germany,Bulgaria,5,2,0,0,0,7,home_win,0,
1970,Mexico,1970-06-07,Group stage,"Luis Dosal, Toluca",9624,Sweden,Israel,1,1,0,0,0,2,draw,0,
1970,Mexico,1970-06-06,Group stage,"Jalisco, Guadalajara",56818,Romania,Czech Republic,2,1,0,0,0,3,home_win,0,
1970,Mexico,1970-06-06,Group stage,"Cuauhtemoc, Puebla",29968,Uruguay,Italy,0,0,0,0,0,0,draw,0,
1970,Mexico,1970-06-06,Group stage,"Estadio Azteca, Mexico City",95261,Russia,Belgium,4,1,0,0,0,5,home_win,0,
1970,Mexico,1970-06-06,Group stage,"Nou Camp - Estadio Leï¿½n, Leon",13537,Peru,Morocco,3,0,0,0,0,3,home_win,0,
1970,Mexico,1970-06-03,Group stage,"Estadio Azteca, Mexico City",92205,Belgium,El Salvador,3,0,0,0,0,3,home_win,0,
1970,Mexico,1970-06-03,Group stage,"Jalisco, Guadalajara",52897,Brazil,Czech Republic,4,1,0,0,0,5,home_win,0,
1970,Mexico,1970-06-03,Group stage,"Luis Dosal, Toluca",13433,Italy,Sweden,1,0,0,0,0,1,home_win,0,
1970,Mexico,1970-06-03,Group stage,"Nou Camp - Estadio Leï¿½n, Leon",12942,Germany,Morocco,2,1,0,0,0,3,home_win,0,
1970,Mexico,1970-06-02,Group stage,"Jalisco, Guadalajara",50560,England,Romania,1,0,0,0,0,1,home_win,0,
1970,Mexico,1970-06-02,Group stage,"Nou Camp - Estadio Leï¿½n, Leon",13765,Peru,Bulgaria,3,2,0,0,0,5,home_win,0,
1970,Mexico,1970-06-02,Group stage,"Cuauhtemoc, Puebla",20654,Uruguay,Israel,2,0,0,0,0,2,home_win,0,
1970,Mexico,1970-05-31,Group stage,"Estadio Azteca, Mexico City",107160,Mexico,Russia,0,0,0,0,0,0,draw,1,0.0
1966,England,1966-07-30,Final,"Wembley Stadium, London",96924,England,Germany,4,2,0,0,0,6,home_win,1,1.0
1966,England,1966-07-28,Third-place match,"Wembley Stadium, London",87696,Portugal,Russia,2,1,0,0,0,3,home_win,0,
1966,England,1966-07-26,Semi-finals,"Wembley Stadium, London",94493,England,Portugal,2,1,0,0,0,3,home_win,1,1.0
1966,England,1966-07-25,Semi-finals,"Goodison Park, Liverpool",38273,Germany,Russia,2,1,0,0,1,3,home_win,0,
1966,England,1966-07-23,Quarter-finals,"Goodison Park, Liverpool",40248,Portugal,Korea DPR,5,3,0,0,0,8,home_win,0,
1966,England,1966-07-23,Quarter-finals,"Wembley Stadium, London",90584,England,Argentina,1,0,0,0,1,1,home_win,1,1.0
1966,England,1966-07-23,Quarter-finals,"Roker Park Ground, Sunderland",26844,Russia,Hungary,2,1,0,0,0,3,home_win,0,
1966,England,1966-07-23,Quarter-finals,"Hillsborough, Sheffield",40007,Germany,Uruguay,4,0,0,0,2,4,home_win,0,
1966,England,1966-07-20,Group stage,"Wembley Stadium, London",98270,England,France,2,0,0,0,0,2,home_win,1,1.0
1966,England,1966-07-20,Group stage,"Old Trafford Stadium, Manchester",24129,Hungary,Bulgaria,3,1,0,0,0,4,home_win,0,
1966,England,1966-07-20,Group stage,"Villa Park, Birmingham",42187,Germany,Spain,2,1,0,0,0,3,home_win,0,
1966,England,1966-07-20,Group stage,"Roker Park Ground, Sunderland",16027,Russia,Chile,2,1,0,0,0,3,home_win,0,
1966,England,1966-07-19,Group stage,"Wembley Stadium, London",61112,Uruguay,Mexico,0,0,0,0,0,0,draw,0,
1966,England,1966-07-19,Group stage,"Hillsborough, Sheffield",32127,Argentina,Switzerland,2,0,0,0,0,2,home_win,0,
1966,England,1966-07-19,Group stage,"Goodison Park, Liverpool",58479,Portugal,Brazil,3,1,0,0,0,4,home_win,0,
1966,England,1966-07-19,Group stage,"Ayresome Park, Middlesbrough",17829,Korea DPR,Italy,1,0,0,0,0,1,home_win,0,
1966,England,1966-07-16,Group stage,"Villa Park, Birmingham",46587,Germany,Argentina,0,0,0,0,1,0,draw,0,
1966,England,1966-07-16,Group stage,"Roker Park Ground, Sunderland",27793,Russia,Italy,1,0,0,0,0,1,home_win,0,
1966,England,1966-07-16,Group stage,"Old Trafford Stadium, Manchester",25438,Portugal,Bulgaria,3,0,0,0,0,3,home_win,0,
1966,England,1966-07-16,Group stage,"Wembley Stadium, London",92570,England,Mexico,2,0,0,0,0,2,home_win,1,1.0
1966,England,1966-07-15,Group stage,"Hillsborough, Sheffield",32028,Spain,Switzerland,2,1,0,0,0,3,home_win,0,
1966,England,1966-07-15,Group stage,"White City, London",45662,Uruguay,France,2,1,0,0,0,3,home_win,0,
1966,England,1966-07-15,Group stage,"Goodison Park, Liverpool",51387,Hungary,Brazil,3,1,0,0,0,4,home_win,0,
1966,England,1966-07-15,Group stage,"Ayresome Park, Middlesbrough",13792,Korea DPR,Chile,1,1,0,0,0,2,draw,0,
1966,England,1966-07-13,Group stage,"Villa Park, Birmingham",42738,Argentina,Spain,2,1,0,0,0,3,home_win,0,
1966,England,1966-07-13,Group stage,"Wembley Stadium, London",69237,France,Mexico,1,1,0,0,0,2,draw,0,
1966,England,1966-07-13,Group stage,"Roker Park Ground, Sunderland",27199,Italy,Chile,2,0,0,0,0,2,home_win,0,
1966,England,1966-07-13,Group stage,"Old Trafford Stadium, Manchester",29886,Portugal,Hungary,3,1,0,0,0,4,home_win,0,
1966,England,1966-07-12,Group stage,"Goodison Park, Liverpool",47308,Brazil,Bulgaria,2,0,0,0,0,2,home_win,0,
1966,England,1966-07-12,Group stage,"Ayresome Park, Middlesbrough",23006,Russia,Korea DPR,3,0,0,0,0,3,home_win,0,
1966,England,1966-07-12,Group stage,"Hillsborough, Sheffield",36127,Germany,Switzerland,5,0,0,0,0,5,home_win,0,
1966,England,1966-07-11,Group stage,"Wembley Stadium, London",87148,England,Uruguay,0,0,0,0,0,0,draw,1,0.0
1962,Chile,1962-06-17,Final,"Nacional, Santiago De Chile",68679,Brazil,Czech Republic,3,1,0,0,0,4,home_win,0,
1962,Chile,1962-06-16,Third-place match,"Nacional, Santiago De Chile",66697,Chile,Serbia,1,0,0,0,0,1,home_win,1,1.0
1962,Chile,1962-06-13,Semi-finals,"Nacional, Santiago De Chile",76594,Brazil,Chile,4,2,0,1,1,6,home_win,1,0.0
1962,Chile,1962-06-13,Semi-finals,"Estadio Sausalito, Vina Del Mar",5890,Czech Republic,Serbia,3,1,0,0,0,4,home_win,0,
1962,Chile,1962-06-10,Quarter-finals,"Carlos Dittborn, Arica",17268,Chile,Russia,2,1,0,0,0,3,home_win,1,1.0
1962,Chile,1962-06-10,Quarter-finals,"Estadio Sausalito, Vina Del Mar",17736,Brazil,England,3,1,0,0,0,4,home_win,0,
1962,Chile,1962-06-10,Quarter-finals,"Estadio El Teniente-Codelco, Rancagua",11690,Czech Republic,Hungary,1,0,0,0,0,1,home_win,0,
